,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,BR_div_by_Rooms,Rooms_by_Occup,BR_by_Occup
12252,2.1103,8.0,4.814814814814815,1.3812104787714543,2143.0,1.9358626919602528,33.74,-117.0,0.944,0.28686679174484053,2.487167522165189,0.7134857676154923
14602,3.0625,37.0,5.275,0.9875,211.0,2.6375,32.8,-117.16,1.597,0.1872037914691943,2.0,0.3744075829383886
1251,2.5625,35.0,5.86344537815126,1.1596638655462186,1395.0,2.930672268907563,39.31,-122.17,0.627,0.197778573987818,2.000716845878136,0.39569892473118284
20171,4.69,35.0,5.227504244482173,0.9830220713073005,1807.0,3.067911714770798,34.39,-119.3,1.993,0.1880480675544008,1.7039291643608188,0.32042058660763695
2080,1.8971,41.0,5.261333333333333,1.064,1107.0,2.952,36.76,-119.82,0.669,0.20223010643689815,1.7822944896115627,0.3604336043360434
991,5.7239,26.0,6.401433691756273,1.096774193548387,771.0,2.763440860215054,37.61,-121.62,4.306,0.1713325867861142,2.3164721141374836,0.39688715953307385
15747,2.5721,52.0,4.306213017751479,1.113905325443787,1696.0,2.5088757396449703,37.78,-122.44,4.75,0.25867399519065615,1.7163915094339621,0.44398584905660377
17419,2.4583,31.0,5.325925925925926,1.1851851851851851,816.0,3.022222222222222,34.65,-120.47,1.281,0.22253129346314324,1.7622549019607843,0.39215686274509803
13322,2.25,41.0,3.5059880239520957,1.0,1479.0,4.42814371257485,34.06,-117.65,0.905,0.2852263023057216,0.7917511832319135,0.22582826233941852
7599,3.9,36.0,5.2727272727272725,0.922077922077922,268.0,3.4805194805194803,33.89,-118.25,1.158,0.1748768472906404,1.5149253731343284,0.26492537313432835
16936,5.549,49.0,7.0,1.0381944444444444,691.0,2.3993055555555554,37.56,-122.32,5.00001,0.14831349206349206,2.917510853835022,0.4327062228654125
6882,2.6094,30.0,3.8747553816046967,1.0802348336594911,2264.0,4.430528375733855,34.06,-118.09,1.794,0.27878787878787875,0.8745583038869258,0.24381625441696111
7538,1.7824,26.0,4.154373927958834,1.0840480274442539,2601.0,4.461406518010292,33.91,-118.21,1.102,0.26094137076796037,0.9311803152633603,0.2429834678969627
20496,4.4964,27.0,6.096551724137931,1.1137931034482758,1837.0,3.1672413793103447,34.28,-118.7,2.383,0.18269230769230768,1.9248775176918889,0.351660315732172
16049,3.9758,48.0,4.4186046511627906,1.0232558139534884,1491.0,2.4767441860465116,37.76,-122.48,3.486,0.23157894736842108,1.784037558685446,0.4131455399061033
10636,4.4286,6.0,4.203166226912929,0.978891820580475,832.0,2.1952506596306067,33.7,-117.79,2.395,0.23289391086001257,1.9146634615384617,0.44591346153846156
10370,6.2242,13.0,6.121320890165111,0.9791816223977028,4597.0,3.3000717875089736,33.65,-117.66,2.379,0.1599624721472968,1.854905373069393,0.296715249075484
8124,1.55,36.0,3.1495016611295683,1.0066445182724253,1042.0,3.4617940199335546,33.79,-118.17,1.0,0.31962025316455694,0.9097888675623802,0.2907869481765835
8114,2.9943,41.0,3.828828828828829,1.0648648648648649,1604.0,2.89009009009009,33.8,-118.19,1.906,0.2781176470588235,1.3248129675810474,0.36845386533665836
19928,3.6895,29.0,5.475,0.990909090909091,1142.0,2.5954545454545452,36.32,-119.32,0.877,0.18098796180987964,2.1094570928196146,0.3817863397548162
17963,5.357,28.0,5.3417190775681345,1.059748427672956,2588.0,2.7127882599580713,37.3,-122.0,3.552,0.19839089481946626,1.9690880989180837,0.39064914992272026
12945,5.2949,33.0,7.188405797101449,1.0471014492753623,842.0,3.050724637681159,38.65,-121.27,1.733,0.14566532258064516,2.3562945368171024,0.3432304038004751
14223,5.3505,15.0,6.720316622691293,1.079155672823219,2118.0,2.7941952506596306,32.67,-117.03,2.666,0.16058107577542208,2.405099150141643,0.3862134088762984
10869,3.8029,16.0,4.43952802359882,1.056047197640118,835.0,2.4631268436578173,33.7,-117.88,2.054,0.23787375415282394,1.8023952095808382,0.42874251497005983
18347,11.0492,34.0,7.655765920826162,1.0499139414802066,2571.0,4.42512908777969,37.42,-122.16,5.00001,0.13714028776978418,1.7300661221314664,0.23726176584986386
680,4.2841,30.0,5.903394255874674,1.156657963446475,929.0,2.425587467362924,37.68,-122.15,2.134,0.19593100398053956,2.4337997847147474,0.47685683530678147
18410,4.3438,22.0,4.9357495881383855,1.1449752883031301,2169.0,3.57331136738056,37.27,-121.81,2.097,0.23197596795727637,1.3812816966343937,0.32042415859843243
12193,2.5395,23.0,5.076980014803849,1.1361954108068097,3405.0,2.520355292376018,33.64,-117.35,1.092,0.22379355591194053,2.0143906020558,0.4508076358296622
16082,5.1681,52.0,6.913419913419913,1.0389610389610389,566.0,2.45021645021645,37.73,-122.48,5.00001,0.15028177833437695,2.8215547703180213,0.4240282685512367
1573,3.375,22.0,4.639405204460966,1.0074349442379182,579.0,2.1524163568773234,37.82,-121.99,2.0,0.2171474358974359,2.155440414507772,0.4680483592400691
2206,4.2132,2.0,6.200305810397554,1.1238532110091743,1730.0,2.6452599388379205,36.83,-119.88,0.965,0.1812577065351418,2.3439306358381504,0.42485549132947975
13083,2.7679,18.0,6.1354466858789625,1.0461095100864553,815.0,2.3487031700288186,38.56,-121.37,1.18,0.17050258337247534,2.6122699386503068,0.4453987730061349
14957,6.1768,33.0,5.98635477582846,0.9083820662768031,1348.0,2.6276803118908383,32.76,-116.97,2.289,0.15174210354933246,2.2781899109792283,0.34569732937685455
10468,4.9821,13.0,6.638472032742156,1.1077762619372442,1909.0,2.6043656207366985,33.54,-117.72,2.448,0.166872174270448,2.5489785227867996,0.4253535882661079
8389,4.0179,18.0,4.442906574394463,0.9792387543252595,990.0,3.42560553633218,33.97,-118.36,1.958,0.22040498442367604,1.2969696969696969,0.28585858585858587
17576,5.2642,5.0,4.709163346613546,1.151394422310757,1102.0,2.195219123505976,37.31,-121.94,2.464,0.24450084602368866,2.1451905626134304,0.5245009074410164
12478,1.6116,52.0,3.70625,1.065625,1038.0,3.24375,38.59,-121.48,0.705,0.2875210792580101,1.142581888246628,0.3285163776493257
12811,3.9615,17.0,5.4935064935064934,1.0086580086580086,494.0,2.1385281385281387,38.65,-121.52,3.313,0.18360914105594955,2.568825910931174,0.47165991902834
615,4.1164,52.0,5.485436893203883,1.0097087378640777,994.0,2.412621359223301,37.73,-122.16,1.982,0.184070796460177,2.27364185110664,0.4185110663983903
24,2.6,52.0,5.270142180094787,1.0355450236966826,1006.0,2.3838862559241707,37.84,-122.27,1.326,0.19649280575539568,2.2107355864811136,0.4343936381709742
11853,1.7829,47.0,5.128878281622912,1.0883054892601431,965.0,2.3031026252983295,39.8,-120.45,0.559,0.21219171707771053,2.2269430051813472,0.4725388601036269
12402,3.1086,10.0,7.329696024941543,1.4240062353858145,3208.0,2.500389711613406,33.72,-116.26,1.058,0.19427903019991494,2.93142144638404,0.5695137157107232
16386,3.4107,26.0,5.815384615384615,1.1538461538461537,164.0,2.523076923076923,38.05,-121.27,0.828,0.1984126984126984,2.3048780487804876,0.45731707317073167
13280,2.7159,44.0,5.1054545454545455,1.0636363636363637,1444.0,2.6254545454545455,34.1,-117.65,1.393,0.20833333333333334,1.9445983379501386,0.4051246537396122
3286,1.3,11.0,7.141242937853107,1.5310734463276836,370.0,2.0903954802259888,39.09,-122.53,0.697,0.2143987341772152,3.416216216216216,0.7324324324324324
20578,2.8542,37.0,5.253731343283582,0.9701492537313433,238.0,3.5522388059701493,38.84,-121.81,2.75,0.1846590909090909,1.4789915966386555,0.273109243697479
17743,6.6455,16.0,7.1695652173913045,0.991304347826087,769.0,3.3434782608695652,37.31,-121.77,3.026,0.13826561552456035,2.1443433029908974,0.2964889466840052
18488,5.7396,16.0,6.653846153846154,0.9461538461538461,403.0,3.1,36.97,-121.59,3.087,0.1421965317919075,2.1464019851116625,0.3052109181141439
347,1.9821,43.0,5.186274509803922,1.0457516339869282,907.0,2.9640522875816995,37.75,-122.17,0.983,0.20163831127914303,1.7497243660418964,0.3528114663726571
9301,4.6,21.0,5.386934673366834,1.0050251256281406,840.0,2.1105527638190953,38.01,-122.56,2.395,0.18656716417910446,2.5523809523809526,0.47619047619047616
14370,3.2361,38.0,5.066308243727598,1.0412186379928314,972.0,1.7419354838709677,32.72,-117.23,5.00001,0.20551821719136892,2.908436213991769,0.5977366255144032
14075,2.5991,28.0,3.489130434782609,1.0891304347826087,936.0,2.034782608695652,32.76,-117.12,1.475,0.3121495327102804,1.71474358974359,0.5352564102564104
12983,5.2817,19.0,5.848017621145375,0.9647577092511013,1253.0,2.7599118942731278,38.68,-121.3,1.406,0.16497175141242937,2.1189146049481247,0.349561053471668
6089,5.0832,29.0,6.045918367346939,1.0051020408163265,588.0,3.0,34.1,-117.86,1.969,0.1662447257383966,2.0153061224489797,0.33503401360544216
17367,2.7188,32.0,5.511627906976744,1.067829457364341,1337.0,2.5910852713178296,34.94,-120.42,1.337,0.19374120956399435,2.12715033657442,0.41211667913238587
7773,5.1187,36.0,4.816770186335404,0.922360248447205,1100.0,3.4161490683229814,33.91,-118.08,1.681,0.19148936170212766,1.4100000000000001,0.27
311,1.75,47.0,4.0,0.9283154121863799,826.0,2.960573476702509,37.76,-122.2,0.857,0.23207885304659498,1.3510895883777239,0.3135593220338983
13783,1.5203,27.0,4.65311004784689,1.0669856459330143,859.0,2.055023923444976,34.03,-117.06,1.262,0.229305912596401,2.264260768335274,0.519208381839348
19421,3.462,7.0,5.4436701509872245,1.0725900116144018,4827.0,2.803135888501742,37.7,-121.06,1.519,0.19703435033070194,1.9419929562875493,0.3826393204889165
13058,2.9452,17.0,5.12933025404157,1.0538876058506543,2840.0,2.1862971516551193,38.61,-121.27,1.156,0.2054630046525589,2.34612676056338,0.4820422535211268
18761,2.3287,16.0,5.705,1.1,563.0,2.815,40.63,-122.23,1.307,0.19281332164767748,2.0266429840142095,0.3907637655417407
3287,2.7639,9.0,8.758620689655173,1.7241379310344827,66.0,2.2758620689655173,39.04,-122.69,1.125,0.19685039370078738,3.848484848484848,0.7575757575757575
3645,2.0699,24.0,3.137648131267092,1.064721969006381,4625.0,4.216043755697356,34.22,-118.45,1.83,0.33933759442184774,0.7442162162162163,0.25254054054054054
10486,5.0527,15.0,6.09556313993174,1.0204778156996588,727.0,2.4812286689419794,33.48,-117.68,2.314,0.1674132138857783,2.4566712517193947,0.4112792297111417
10877,3.9844,38.0,5.403041825095057,1.1406844106463878,1236.0,4.699619771863118,33.72,-117.88,1.653,0.211118930330753,1.149676375404531,0.24271844660194175
1451,6.1168,27.0,5.712837837837838,0.9763513513513513,807.0,2.7263513513513513,37.97,-121.97,2.105,0.17090479006505027,2.0954151177199503,0.3581164807930607
1289,3.1728,17.0,6.524271844660194,1.3171521035598706,1749.0,2.8300970873786406,38.01,-121.79,1.468,0.20188492063492064,2.305317324185249,0.46540880503144655
12703,2.5245,17.0,4.020501138952164,1.18125610152945,5692.0,1.8522616335828181,38.59,-121.41,0.991,0.29380817482800486,2.170590302178496,0.6377371749824314
6480,2.8333,32.0,3.836676217765043,0.9570200573065902,817.0,2.340974212034384,34.09,-118.04,1.86,0.24943988050784166,1.6389228886168912,0.408812729498164
3649,3.4612,36.0,4.80241935483871,1.0725806451612903,718.0,2.8951612903225805,34.22,-118.44,1.788,0.22334172963895882,1.6587743732590532,0.37047353760445684
9269,7.5412,16.0,7.033333333333333,0.9571428571428572,1659.0,2.6333333333333333,38.14,-122.54,3.921,0.13608666215301288,2.670886075949367,0.3634719710669078
271,5.2328,49.0,5.660287081339713,0.9808612440191388,496.0,2.373205741626794,37.78,-122.19,1.742,0.17328825021132713,2.3850806451612905,0.41330645161290325
10203,2.8438,36.0,4.377431906614786,1.1089494163424125,966.0,3.7587548638132295,33.87,-117.92,1.625,0.2533333333333333,1.1645962732919255,0.2950310559006211
9987,2.3942,32.0,4.89748201438849,1.14568345323741,1549.0,2.785971223021583,38.58,-122.58,1.831,0.2339331619537275,1.7579083279535184,0.4112330535829567
18184,5.0453,33.0,5.731808731808732,1.0166320166320166,1201.0,2.496881496881497,37.37,-122.04,3.116,0.17736670293797607,2.295587010824313,0.4071606994171524
11871,2.5469,38.0,5.1440677966101696,1.076271186440678,723.0,3.0635593220338984,34.0,-117.35,0.878,0.20922570016474465,1.6791147994467497,0.35131396957123096
16364,3.9792,19.0,5.896103896103896,1.025974025974026,306.0,1.9870129870129871,38.0,-121.31,1.319,0.17400881057268722,2.967320261437908,0.5163398692810457
5627,1.5369,39.0,3.6213389121338913,1.0146443514644352,2115.0,4.424686192468619,33.77,-118.27,1.413,0.2801848642403235,0.8184397163120568,0.22931442080378253
5283,4.2554,20.0,3.778085991678225,1.0624133148404993,2202.0,1.5270457697642164,34.06,-118.46,5.00001,0.28120411160058734,2.474114441416894,0.695731153496821
2942,1.7197,34.0,4.377777777777778,1.0571428571428572,1156.0,3.6698412698412697,35.37,-118.97,0.489,0.2414793328498912,1.1929065743944638,0.28806228373702425
11875,3.3622,19.0,5.479713603818616,1.068019093078759,2769.0,3.304295942720764,34.0,-117.36,1.051,0.19490418118466898,1.658360418923799,0.3232213795594077
7813,4.4896,35.0,5.540425531914893,1.053191489361702,1465.0,3.117021276595745,33.9,-118.11,1.846,0.1900921658986175,1.7774744027303753,0.3378839590443686
18666,4.2898,11.0,5.396694214876033,1.0909090909090908,2004.0,2.3659976387249113,36.99,-121.94,2.217,0.20214395099540583,2.280938123752495,0.4610778443113772
11919,2.8173,32.0,5.327067669172933,1.06265664160401,2494.0,3.12531328320802,33.95,-117.42,1.108,0.19948247471183247,1.7044907778668807,0.3400160384923817
9358,5.697,38.0,5.984455958549223,1.0362694300518134,971.0,2.5155440414507773,37.95,-122.54,4.357,0.17316017316017315,2.378990731204943,0.4119464469618949
10527,10.4415,7.0,8.825539568345324,1.0377697841726619,1883.0,3.3866906474820144,33.54,-117.71,4.538,0.11758712044018749,2.6059479553903344,0.3064259160913436
5827,4.375,51.0,6.5021645021645025,1.051948051948052,586.0,2.536796536796537,34.19,-118.3,3.324,0.1617842876165113,2.5631399317406145,0.41467576791808874
7733,4.4279,32.0,4.671945701357466,0.9909502262443439,1075.0,2.432126696832579,33.93,-118.14,2.264,0.21210653753026634,1.9209302325581399,0.4074418604651163
20529,2.9605,12.0,4.915341440598691,1.0224508886810102,5633.0,2.6347053320860616,38.55,-121.78,2.043,0.20801218003615946,1.8656133499023613,0.3880703000177525
19334,3.8616,8.0,6.19,1.088,2967.0,2.967,38.55,-122.82,1.951,0.17576736672051696,2.0862824401752613,0.36670037074486017
4691,4.3667,50.0,4.881782945736434,1.0406976744186047,1117.0,2.1647286821705425,34.07,-118.37,4.056,0.21317983326716952,2.2551477170993737,0.48075201432408243
20204,3.8889,25.0,4.534883720930233,1.372093023255814,140.0,3.255813953488372,34.25,-119.2,1.875,0.30256410256410254,1.3928571428571428,0.42142857142857143
5833,3.9866,36.0,6.360128617363344,1.0836012861736335,834.0,2.6816720257234725,34.2,-118.32,2.944,0.17037411526794743,2.371702637889688,0.40407673860911275
19386,2.4717,37.0,4.748633879781421,1.1010928961748634,936.0,2.557377049180328,37.77,-120.85,0.771,0.23187571921749137,1.8568376068376067,0.4305555555555555
6833,3.1583,49.0,4.855585831062671,1.0190735694822888,1010.0,2.7520435967302452,34.08,-118.12,2.682,0.2098765432098765,1.7643564356435646,0.3702970297029703
18293,6.3967,36.0,6.666666666666667,1.0481927710843373,655.0,2.6305220883534135,37.39,-122.11,5.00001,0.1572289156626506,2.534351145038168,0.3984732824427481
12997,5.2051,13.0,6.842443729903537,0.9951768488745981,1948.0,3.1318327974276525,38.68,-121.26,1.674,0.1454417293233083,2.184804928131417,0.31776180698151957
4933,1.9208,37.0,4.150793650793651,1.1063492063492064,2484.0,3.942857142857143,34.0,-118.26,1.034,0.2665391969407266,1.0527375201288245,0.2805958132045089
7470,2.1903,34.0,2.6158357771260996,0.9325513196480938,1443.0,4.231671554252199,33.94,-118.21,1.625,0.35650224215246634,0.6181566181566182,0.2203742203742204
13383,4.7547,14.0,5.791438526630165,1.0228969636635141,6443.0,3.207068193130911,34.11,-117.58,1.576,0.17662226042114307,1.8058357907806923,0.3189507993170883
775,4.5417,25.0,5.065868263473054,0.9860279441117764,1185.0,2.3652694610778444,37.65,-122.1,1.944,0.19464144996059887,2.141772151898734,0.41687763713080167
10330,6.4415,15.0,7.077981651376147,1.048165137614679,1262.0,2.8944954128440368,33.83,-117.76,3.007,0.14808813998703824,2.445324881141046,0.3621236133122029
20041,1.7564,19.0,5.577720207253886,1.1865284974093264,1317.0,3.411917098445596,36.06,-118.99,0.426,0.21272642823966556,1.6347760060744116,0.3477600607441154
4730,3.2813,48.0,4.95945945945946,1.027027027027027,956.0,2.5837837837837836,34.05,-118.36,2.436,0.2070844686648501,1.9194560669456069,0.39748953974895396
5329,2.6509,25.0,3.74295010845987,1.1594360086767896,3136.0,1.700650759219089,34.05,-118.46,4.1,0.30976528542451465,2.200892857142857,0.6817602040816327
2386,2.3359,24.0,4.994082840236686,1.0946745562130178,1564.0,3.084812623274162,37.1,-119.49,0.924,0.21919431279620855,1.6189258312020458,0.35485933503836314
6197,3.4453,37.0,4.834666666666666,1.0506666666666666,1100.0,2.933333333333333,34.09,-117.89,1.767,0.21731936017650305,1.6481818181818182,0.3581818181818182
16336,3.7206,12.0,6.469302809573361,1.060353798126951,3771.0,3.924037460978148,38.04,-121.35,1.46,0.16390542062087823,1.6486343145054363,0.27022010076902675
9962,5.5368,31.0,6.405959031657356,1.0689013035381751,1538.0,2.8640595903165735,38.33,-122.23,3.259,0.16686046511627908,2.2366710013003903,0.37321196358907677
12400,3.6354,7.0,6.307152875175316,1.1654978962131837,2248.0,3.152875175315568,33.66,-116.31,0.98,0.1847898599066044,2.0004448398576513,0.369661921708185
19838,1.625,33.0,4.491071428571429,1.0476190476190477,1734.0,5.160714285714286,36.53,-119.29,0.503,0.2332670642809808,0.8702422145328721,0.20299884659746253
3603,2.5008,22.0,3.405383360522023,1.1080750407830342,9135.0,3.7255301794453506,34.23,-118.47,1.6,0.3253892215568862,0.9140667761357417,0.29742747673782155
1113,1.4048,16.0,5.071823204419889,1.0497237569060773,1063.0,1.9576427255985267,39.78,-121.59,0.865,0.20697167755991286,2.590780809031044,0.5362182502351834
3359,1.5066,50.0,4.545691906005222,1.1070496083550914,987.0,2.577023498694517,40.41,-120.64,0.593,0.24353819643882826,1.7639311043566361,0.42958459979736574
10794,5.9196,27.0,8.852216748768473,1.6896551724137931,435.0,2.142857142857143,33.61,-117.91,5.00001,0.19087367835281024,4.131034482758621,0.7885057471264368
20546,3.4559,47.0,6.148550724637682,1.1521739130434783,775.0,2.8079710144927534,38.69,-121.77,1.231,0.18738951090159103,2.189677419354839,0.4103225806451613
13940,2.5446,27.0,22.646341463414632,3.953658536585366,1135.0,2.768292682926829,34.26,-117.16,1.352,0.17458266020463115,8.180616740088105,1.428193832599119
16216,1.7885,36.0,5.151724137931034,1.303448275862069,338.0,2.331034482758621,37.95,-121.32,0.621,0.25301204819277107,2.2100591715976328,0.5591715976331361
1257,3.4402,28.0,6.522821576763485,1.4398340248962656,1095.0,2.271784232365145,38.03,-121.65,1.924,0.22073791348600508,2.871232876712329,0.6337899543378995
12455,2.1759,16.0,4.904958677685951,1.078512396694215,1115.0,4.607438016528926,33.62,-114.61,0.615,0.2198820556023589,1.06457399103139,0.23408071748878923
18434,5.0509,5.0,5.333333333333333,1.0029498525073746,825.0,2.433628318584071,37.26,-121.84,1.848,0.18805309734513273,2.1915151515151514,0.4121212121212121
7696,5.752,35.0,5.728571428571429,1.0,802.0,2.8642857142857143,33.95,-118.12,2.91,0.1745635910224439,2.0,0.3491271820448878
10524,6.9343,2.0,8.091954022988507,1.1685823754789273,703.0,2.6934865900383143,33.56,-117.7,2.985,0.14441287878787878,3.004267425320057,0.4338549075391181
11698,5.1315,17.0,5.460176991150442,1.0147492625368733,764.0,2.253687315634218,33.89,-117.97,1.818,0.1858454889249055,2.422774869109948,0.45026178010471213
15031,4.0491,36.0,6.720364741641338,1.1671732522796352,868.0,2.6382978723404253,32.79,-117.02,1.479,0.17367706919945725,2.547235023041475,0.4423963133640553
5409,4.2411,41.0,4.637450199203188,1.0557768924302788,561.0,2.235059760956175,34.03,-118.44,3.509,0.2276632302405498,2.074866310160428,0.4723707664884136
20112,4.0833,18.0,11.536585365853659,2.8048780487804876,88.0,2.1463414634146343,37.85,-119.93,1.375,0.2431289640591966,5.375,1.3068181818181817
10355,5.6346,36.0,6.154205607476635,1.0654205607476634,531.0,2.4813084112149535,33.72,-117.6,2.725,0.17312072892938496,2.480225988700565,0.42937853107344626
6875,3.3088,39.0,4.568345323741007,1.0755395683453237,1073.0,3.8597122302158273,34.07,-118.11,1.866,0.23543307086614174,1.1835973904939423,0.2786579683131407
20216,4.8824,34.0,5.857142857142857,1.083743842364532,445.0,2.1921182266009853,34.3,-119.25,3.964,0.18502943650126158,2.67191011235955,0.4943820224719101
12057,2.4387,7.0,4.088939566704675,1.0935005701254277,2695.0,3.072976054732041,33.88,-117.59,1.17,0.26742889012827664,1.3306122448979594,0.3558441558441559
1444,4.4536,23.0,5.7468671679198,1.0300751879699248,969.0,2.4285714285714284,37.98,-121.99,1.84,0.17924116877453117,2.3663570691434472,0.4241486068111455
2843,3.4205,36.0,5.735384615384615,1.0184615384615385,1052.0,3.236923076923077,35.4,-118.98,0.766,0.17757510729613735,1.7718631178707225,0.31463878326996203
9230,3.8952,17.0,6.2388059701492535,1.0634328358208955,1624.0,3.029850746268657,36.96,-120.11,0.953,0.17045454545454547,2.0591133004926108,0.35098522167487683
15499,3.9464,14.0,5.986970684039088,1.1726384364820848,1176.0,1.9153094462540716,33.1,-117.25,1.719,0.19586507072905332,3.1258503401360547,0.6122448979591837
19326,2.6316,46.0,6.229508196721311,1.3442622950819672,807.0,2.2049180327868854,38.5,-122.94,1.17,0.21578947368421053,2.8252788104089217,0.6096654275092936
13030,2.9803,26.0,5.170568561872909,0.959866220735786,773.0,2.5852842809364547,38.67,-121.2,1.154,0.18564036222509706,2.0,0.3712807244501941
9263,1.3594,36.0,5.026315789473684,1.1414473684210527,1334.0,4.3881578947368425,36.95,-120.04,0.483,0.22709424083769636,1.1454272863568216,0.260119940029985
14689,2.8631,20.0,4.401209677419355,1.0766129032258065,999.0,2.0141129032258065,32.79,-117.09,1.697,0.24461749885478698,2.185185185185185,0.5345345345345346
15913,3.2813,47.0,5.485714285714286,1.2634920634920634,1178.0,3.7396825396825397,37.74,-122.41,2.296,0.23032407407407407,1.466893039049236,0.33786078098471983
6282,3.9219,35.0,4.76948051948052,0.9935064935064936,1285.0,4.172077922077922,34.03,-117.92,1.595,0.20830496936691628,1.1431906614785992,0.23813229571984437
5285,3.7721,25.0,4.008849557522124,1.1317600786627335,1719.0,1.6902654867256637,34.05,-118.46,3.375,0.28231542801079224,2.3717277486910997,0.6695753344968005
14257,1.7402,34.0,4.370689655172414,1.125,1797.0,3.872844827586207,32.7,-117.11,0.794,0.257396449704142,1.1285475792988313,0.2904841402337229
